"1083847013630922754","2019-01-11 22:03:59","Members of the US Coast Guard and other federal employees should be cashing their paychecks today. But thanks to the #TrumpShutdown, some will be visiting local food banks instead. This cannot continue – Republicans must re-open the government. https://t.co/mTpU1qPhTF","","1106","2905"
"1083785575608537088","2019-01-11 17:59:51","Mexico won't pay for @realDonaldTrump's stupid wall, and neither will Congress. So now, he's considering using dollars that were supposed to go to disaster recovery efforts in Puerto Rico, TX, CA &amp; elsewhere to fund his political stunt. Unacceptable. https://t.co/dTelEecswk","","2587","8254"
"1083462266211782657","2019-01-10 20:35:08","Andrew Wheeler – a former lobbyist who spent his career helping Big Coal poison our environment – has been officially nominated to run the @EPA. Under my plan to #EndCorruptionNow, he wouldn't be allowed to get anywhere near that agency – much less run it. https://t.co/CopNWJswgM","","5579","13544"
"1083416252155158528","2019-01-10 17:32:18","The #TrumpShutdown is hurting people in MA &amp; across America, &amp; Native communities are some of the hardest hit. The House already passed a bill to re-open the gov't, including @IHSgov &amp; other crucial agencies. @SenateGOP should pass it &amp; end the shutdown. https://t.co/6hNDK3rDKq","","929","2852"
"1083125552880459776","2019-01-09 22:17:09","RT @SpeakerPelosi: As the #TrumpShutdown drags on, we are hearing a growing number of stories about how this irresponsible shutdown is thre…","","4688","0"
"1083070138209968134","2019-01-09 18:36:58","No college student should go hungry while they work towards a better future. That’s why I worked with @BHCCBoston President @PamEddinger and my Senate colleagues to request the first ever federal report on food insecurity on college campuses: https://t.co/095FFPOKQV","","764","3197"
"1082815927509532672","2019-01-09 01:46:49","Building a border wall won’t make us any safer. You know what will? Ending this ridiculous #TrumpShutdown and making sure vital agencies like the US Coast Guard, TSA, and federal law enforcement have the funds they need to maintain our national security.","","9848","38263"
"1082743849502547968","2019-01-08 21:00:24","American workers have helped create record corporate profits – but their wages have stayed flat for decades as companies reward CEOs and wealthy shareholders instead. My Accountable Capitalism Act would give workers a real voice in corporate decisions. https://t.co/VcevSveeHe","","1169","3710"
"1082706790226296832","2019-01-08 18:33:09","Lockouts are unsafe, unfair, and harmful to hard-working families. @SenMarkey and I are grateful that after difficult negotiations, the 6-month lockout by @NationalGridUS is finally over, and 1,250 @SteelWorkers workers will soon be back on the job. https://t.co/vRPaDpQlVk","","207","931"
"1082404715210657793","2019-01-07 22:32:48","The House has already passed bipartisan bills to end the #TrumpShutdown. I agree with @ChrisVanHollen. The Senate’s first and only order of business right now should be passing that same legislation. We need to re-open the government and get our federal employees back to work.","","4659","17261"
"1082352083548995586","2019-01-07 19:03:40","Rent and mortgage payments missed. Bills overdue. Savings dipped into. 

Hundreds of thousands of American families are hurting, and the longer the government is shut down, the worse it gets. It's time to end the #TrumpShutdown. https://t.co/q2zbdi2JvX","","3160","8662"
"1081667347302305793","2019-01-05 21:42:46","Corruption eats away at the heart of democracy. My bill to #EndCorruptionNow will make sure government represents the people – not just the wealthy and well-connected. https://t.co/bTtxxPmMwA","","4200","15550"
"1080972517949480960","2019-01-03 23:41:46","Residents in the Merrimack Valley need answers about the September 13th #MVGasFires, not more delays. We need to end the #TrumpShutdown now and stop hurting hard-working families. https://t.co/A0n0gsE1Gs","","1028","3811"
"1080879474080735232","2019-01-03 17:32:03","Today, I was sworn-in for my second term in the United States Senate. It’s been my honor to represent the Commonwealth, and I plan to keep on fighting for a government that works for everyone, not just the wealthy and the well-connected. https://t.co/RVz2rqB23q","","1760","17381"
"1080247369420161025","2019-01-01 23:40:17","Over 7,000 people in Massachusetts have been sent home or are working without pay during the #TrumpShutdown. Until @realDonaldTrump re-opens the government, I'm donating my salary to @HIASrefugees, a nonprofit that helps refugees and makes our country stronger in the process.","","7355","34554"
"1079557859095072774","2018-12-31 02:00:25","John Stumpf eventually lost his job as Wells Fargo’s CEO. But far too often, politicians run our government for the rich and powerful instead of holding them accountable. It's time to end Washington corruption and start building a government that works for all working people. https://t.co/gENQhpC1uL","","4426","17788"
"1079497690399076354","2018-12-30 22:01:20","It's been over a week since a vital federal program supporting victims of sexual assault, domestic abuse, &amp; stalking expired. @realDonaldTrump must end his shutdown &amp; work with Congress to reauthorize the Violence Against Women Act as soon as possible. https://t.co/vUkvUSZnK9","","2723","7890"
"1079148144330506243","2018-12-29 22:52:21","So many of these #ShutdownStories are truly heartbreaking. The #TrumpShutdown isn't some political game. It's hurting hard-working Americans. @realDonaldTrump must end it now. https://t.co/6DobNLLlf8","","3901","10529"
"1078450380533571586","2018-12-28 00:39:42","Our government is supposed to work for working families. Instead: 
🛑25% of the federal government shut down.
🛑380,000 workers sent home.
🛑420,000 federal employees working without pay.

Stop playing politics with people's lives, @realDonaldTrump. End the shutdown.","","11044","36410"
"1078343107526176768","2018-12-27 17:33:26","It's time for the Pentagon to come clean. The American people deserve to know the full scope of our operations assisting Saudi Arabia in Yemen. We need to hold our partners – and ourselves – accountable. https://t.co/uhi4WKLD2H","","1100","3368"
"1078343106213367808","2018-12-27 17:33:25","When I asked the Pentagon if they tracked US fuel and bombs used in Saudi airstrikes in Yemen, they said no. But new reports show that information was available to us all along. The reality is, US supported airstrikes have killed thousands of civilians. https://t.co/jgJ4qQdoPg","","4079","6739"
"1078057278278983681","2018-12-26 22:37:39","The Senate voted unanimously on a compromise to keep the government open. @realDonaldTrump chose to reject it and go into another #TrumpShutdown.  

The American people deserve better. They deserve a government that works for them.","","14725","52615"
"1077995429491605504","2018-12-26 18:31:53","Felipe Alonzo-Gomez was just 8 years old when he died on Christmas Eve while in CBP custody. CBP must provide answers about how this happened, and create stronger protections for people in its custody. The loss of even one child is too great – these tragedies cannot continue. https://t.co/iGxoy2UEvo","","3962","11257"
"1077285656982941696","2018-12-24 19:31:30","This Christmas Eve, Bonita Williams should be wrapping gifts for her grandkids. Instead, she's worrying about how she'll pay her electric bill. The #TrumpShutdown is hurting hard-working Americans. @realDonaldTrump must end it. https://t.co/6tGQeYuMtH","","1890","5980"
"1076578830679195649","2018-12-22 20:42:49","The Violence Against Women Act – which supports critical programs to help victims of sexual assault, domestic abuse, and stalking – expired at midnight. We could have funded it, but @realDonaldTrump would rather shut down the government for a wall that doesn’t make us any safer. https://t.co/e4MCTf1wLz","","10082","21744"
"1076520389407313921","2018-12-22 16:50:36","This shutdown was completely avoidable. Now, hundreds of thousands of federal employees will go without a paycheck over the holidays as @realDonaldTrump throws another temper tantrum over his stupid wall. Republicans’ latest attempt to divide and distract us.","","12755","51916"
"1076223339411197953","2018-12-21 21:10:14","The @DeptVetAffairs should be serving America's veterans, not helping @realDonaldTrump's Mar-a-Lago cronies line their pockets. It's time for the @VetAffairsOIG to finally investigate this corruption. https://t.co/cpwKs1qjFh","","1545","4107"
"1076136876342501376","2018-12-21 15:26:39",".@USCCRgov just issued a major new report about how the federal government is failing to meet its obligations to Native communities. We must take action. Congress could start by passing my housing bill to help end the shortage of housing in Indian Country. https://t.co/QJUTvHHDiB","","429","1527"
"1075923769225555975","2018-12-21 01:19:50","Ethics officials at the Justice Dept recommended that Acting AG Whitaker recuse himself from the Mueller investigation – but he doesn't have to listen to them. My plan to #EndCorruptionNow would create an independent ethics office to force federal officials to do what's right. https://t.co/ODDE77BhP4","","4213","12498"
"1075843864043364354","2018-12-20 20:02:20","We can’t trust Big Pharma to bring down prices on their own. That’s why I introduced legislation this week to make prescription drugs cheaper, and have a plan to bring down monthly costs for families.
 https://t.co/qX2czEEzxQ","","299","1140"
"1075843860876722176","2018-12-20 20:02:19","Today’s news that Big Pharma will be jacking up prices – again – is outrageous. Drug companies promised to tackle rising drug costs, but now we see what their “promises” are worth. We need action to stop Big Pharma from gouging American families.
https://t.co/qWjN7x4OfQ","","902","2057"
"1075768403376377856","2018-12-20 15:02:28","A young man was killed and thousands in the Merrimack Valley were stranded without heat or power for months – all because @ColumbiaGasMA and @NiSourceInc utterly failed to prioritize customers’ safety. @SenMarkey and I are demanding accountability: https://t.co/sdJE09qkRL","","281","1025"
"1075576327649026049","2018-12-20 02:19:14","RT @PattyMurray: Because of one GOP senator, the @USEEOC will soon be unable to do its most important work to protect workers whose civil r…","","302","0"
"1075544519117033472","2018-12-20 00:12:50","The rules are rigged. The wealthy and well-connected want to distract us from demanding change by pitting black, white, and brown working people against each other. But we see through it, and we're ready to fight for a better future. https://t.co/i08w2naJSY","","2694","9108"
"1075497477216919552","2018-12-19 21:05:55","Pharmaceutical companies shouldn’t get to jack up prices on generic drugs whenever they feel like it. That's why I’m calling for Congressional hearings on generic price-fixing. I've got a plan to fix this broken market &amp; make prescriptions more affordable. https://t.co/KMJJzYrQjf","","1218","4195"
"1075466036256870400","2018-12-19 19:00:58","The federal deadline to sign up for health insurance has passed, but Massachusetts is special. We want everyone to #GetCovered, so our deadline is January 23rd. Visit https://t.co/SdkzQJyQAW today to find a plan that works for you and your family. https://t.co/pLgaTrFAJv","","322","883"
"1075214149658046465","2018-12-19 02:20:04","The Senate just passed the First Step Act, a bipartisan prison and sentencing reform bill that I supported. It includes important changes, but we've still got a long way to go. I'll keep fighting for a criminal justice system that delivers on the promise of equal justice for all.","","1250","6978"
"1075118582424588293","2018-12-18 20:00:19","Giant companies spent $1 trillion in giveaways from the #GOPTaxScam to juice their share price &amp; pad CEO pay – but wages hardly budged. My Accountable Capitalism Act would help ensure workers get a fair share of the record-breaking profits they help create.https://t.co/bTTmFAqmNG","","991","2423"
"1075073347657089024","2018-12-18 17:00:34","Exhibit #237 of how Congress is broken. We worked all year to pass @SenatorHeitkamp's bill to fight the epidemic of missing and murdered Native women and girls. We convinced all 100 Senators! Now it's on life support because of 1 retiring Congressman?
 
Pass #SavannasAct. https://t.co/TFQHaifQHr","","1504","2814"
"1075047159194619904","2018-12-18 15:16:30","The generic drug market is clearly broken, and it's time to fix it. Giant companies will hate my Affordable Drug Manufacturing plan. But I don’t work for them. The American people deserve competitive markets and fair prices. https://t.co/I9smLTFzN3","","318","1292"
