"Hickenlooper","Hickenlooper_campaign","1083802218057293825","2019-01-11 19:05:59","@dougducey @AZStateParks Go Bob!","","3","25"
"Hickenlooper","Hickenlooper_campaign","1082783210663104518","2019-01-08 23:36:49","Closing the door on an era. Thank you, my dear Colorado, for everything you have been and will continue to be for me - my community, my home, my passion. Keep working hard, working together, and being nice. And never quit. Giddy up!! https://t.co/GIc4HMwDK1","","316","4475"
"Hickenlooper","Hickenlooper_campaign","1070052730058625024","2018-12-04 20:30:26","Century-old snowball ban didn’t stand a chance against 9-year-old Dane. Wrote letters to classmates, presented his arguments to the Severance town board- civic participation at its FINEST! Dane, Teddy and I have lots of practice if you need some pointers!! https://t.co/6njYtbWDPG https://t.co/tyxYfoTLh8","","34","297"
"Hickenlooper","Hickenlooper_campaign","1069300405492805632","2018-12-02 18:40:57","Behind-the-scenes from my conversation with @AlexWitt this AM on @MSNBC. It was fun! https://t.co/jLzTJOl6PC","","4","54"
"Hickenlooper","Hickenlooper_campaign","1060010543845527556","2018-11-07 03:26:22","Over the last few weeks, Coloradans cast their votes in favor of a bright &amp; prosperous future &amp; tonight we elected @PolisForCO as the new governor of this great state. Congrats to all who stood up, showed up &amp; spoke up. I couldn't be more excited for what's ahead. #COforAll","","136","1219"
"Hickenlooper","Hickenlooper_campaign","1059880733605425152","2018-11-06 18:50:33","For your family &amp; what they deserve. 
For your community &amp; what it needs. 
For yourself &amp; what you want your future to be. 
#giddyup #vote #bluewave #gotv https://t.co/huUrSKY2lG","","7","48"
"Hickenlooper","Hickenlooper_campaign","1058865419908407296","2018-11-03 23:36:03","Amidst the divisiveness, universal languages still exist. Music is one of them. It inspires us to overcome moments of vulnerability &amp; fear (like when you’re talked into jamming with @bobweir of The Grateful Dead) &amp; reminds us that beauty, magic &amp; poeticism are still alive &amp; well. https://t.co/umXEbqOkZS","","50","284"
"Hickenlooper","Hickenlooper_campaign","1057779769792638976","2018-10-31 23:42:04","Nothing quite like NH in the late fall - the bright leaves lining 93, the extraordinary energy &amp; grit emanating from voters, volunteers &amp; the like. Only 6 days left til the #bluewave hits - you’ve got this, NH! #nhpolitics #giddyup @NHDems https://t.co/sF903ATCLm","","12","43"
"Hickenlooper","Hickenlooper_campaign","1057691616486420481","2018-10-31 17:51:46","Big news from NH today: Got to meet @NHMollyKelly &amp; she is a wonderful, inspiring leader. A true champion for the Granite State. #giddyup #nhpolitics https://t.co/z8aN2JZkLh","","13","51"
"Hickenlooper","Hickenlooper_campaign","1057335958096539650","2018-10-30 18:18:31","7 days left to decide on our state's future. With the help of @PolisForCO &amp; other incredible CO Dems, it'll sure be a bright one - for ALL. Let's do this, CO! #giddyup #COforAll #copolitics https://t.co/0euawjQnEy","","9","65"
"Hickenlooper","Hickenlooper_campaign","1056902610391724033","2018-10-29 13:36:33","Christians, Sikhs,  Moslems, many others pledge last night to stand up for Jews, and each other, at Temple Emmanuel https://t.co/sfVz4gCnId","","32","258"
"Hickenlooper","Hickenlooper_campaign","1055280606861582336","2018-10-25 02:11:17","We need to #thinkinfra in this upcoming election. The choice is clear: Vote #NOon109 &amp; #YESon110. Let's keep the CO economy thriving. #giddyup #letsgocolo2018 https://t.co/kEgD95o3rq","","11","20"
"Hickenlooper","Hickenlooper_campaign","1055252290691461121","2018-10-25 00:18:46","Bipartisan coalition agrees... no on #Amendment74. #No74 #copolitics https://t.co/UAiGKdJ78g","","17","36"
"Hickenlooper","Hickenlooper_campaign","1054470472346128384","2018-10-22 20:32:06","Loved meeting @TomStritikus last week. The future of @FLCDurango is bright! https://t.co/nXlO5ibwkK","","1","7"
"Hickenlooper","Hickenlooper_campaign","1053807971933683714","2018-10-21 00:39:33","It’s Judgement Day for redistricting &amp; @Schwarzenegger &amp; I think it’s time for us to do a Total Recall on gerrymandering…😂. But seriously, vote yes on Y&amp;Z in Nov! @FairMapsColo #terminategerrymandering #YESonYandZ #copolitics https://t.co/mz7SVtitDv","","102","786"
"Hickenlooper","Hickenlooper_campaign","1053691790337880070","2018-10-20 16:57:54","We've got two weeks to #giddyup. Let's go! https://t.co/6PXuG9e67p","","4","32"
"Hickenlooper","Hickenlooper_campaign","1053464300663099393","2018-10-20 01:53:56","To all you wonderful 39th district Iowans: In a few short weeks you have the opportunity to vote for one of your own - @KarinDerry4Iowa, a mother, attorney &amp; activist. I wholeheartedly recommend taking it. https://t.co/SFyNtUqkmg","","12","71"
"Hickenlooper","Hickenlooper_campaign","1053446092061175809","2018-10-20 00:41:35",".@mccoyforiowa has served 6 terms in the Iowa Senate, 2 terms in the Iowa House &amp; spent 26+ years dedicated to civic participation &amp; legislative leadership. Honored to meet &amp; support this true public servant. #iapolitics https://t.co/eJWAnJN8VX","","4","7"
"Hickenlooper","Hickenlooper_campaign","1053436633410809856","2018-10-20 00:03:59","Grabbing a fan pic now before @DeidreDeJear becomes the next Iowa Secretary of State! #YearoftheVoter #iapolitics https://t.co/SZUMu3Oyaw","","8","44"
"Hickenlooper","Hickenlooper_campaign","1053139039103188994","2018-10-19 04:21:27","Flashback Thursday- 30 years ago today- 10/18/1988- we opened our brewpub, the Wynkoop in LoDo. Our rent: $1/sf/yr! https://t.co/VikvD9KBlA","","62","726"
"Hickenlooper","Hickenlooper_campaign","1049417702375378944","2018-10-08 21:54:12","Honored to join Dems in Texas. 1 month out - let's go! https://t.co/eT45az0qpu","","6","57"
