"Username","Location","Verified User?","Tweet ID","Tweet Time","Tweet Text","Tweet Place","Retweet Count","Favorite Count"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084554667986767872","2019-01-13 20:55:57","It isn't a shock that @davidsirota is so willing to back collective bargaining without limits, even in situations in which it can harm Black and Brown people. He also opposed similar efforts by #edreform-ers to keep NEA and AFT from protecting abusive and incompetent teachers.","","0","0"
"GLB","","False","1084549881966948352","2019-01-13 20:36:56","RT @rdsathene: @WalkerBragman R.F. 'beto' O'Rourke's multi-millionaire spouse is big time into corporate #EdReform and is the E.D. of a pri…","","1","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084549627813249025","2019-01-13 20:35:55","The same as the one for supporting the end of agency fees and compulsory dues, but seriously concerned that doing so will hurt NEA/AFT funding for civil rights orgs who are champions of systemic school reform and addressing achievement gaps. 

[The answer is none.] #edreform https://t.co/UHu3f8Z77p","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084547339501621249","2019-01-13 20:26:50","#edreform https://t.co/FDOqGMDJnm","","0","0"
"Robert D. Skeels, JD 🎍🇵🇸🔻","Barrio Echo Parque, Alta Calif","False","1084532731256524801","2019-01-13 19:28:47","@WalkerBragman R.F. 'beto' O'Rourke's multi-millionaire spouse is big time into corporate #EdReform and is the E.D. of a privately managed charter school. Like all espousers of neoliberal economics, the O'Rourkes are both absolutely awful on issues of the public commons and organized labor.","","1","3"
"Scott Ralls","Fairfax, VA","False","1084532308168921088","2019-01-13 19:27:06","RT @jfftweets: In order to truly prepare students for a constantly changing economy and the #futureofwork, the #HigherEd Act must be update…","","2","0"
"bitiji","Zevilla ciberespaciá","False","1084532149204799488","2019-01-13 19:26:28","RT @eraser: The Rise of e-learning. #Infographic @courseworld https://t.co/KTd72TpNC5 #elearning #mlearning #MOOC #digital #digitallearning…","","1","0"
"PGCPSImmersion","Prince George's County Public ","False","1084528629172838400","2019-01-13 19:12:29","RT @LatFamLit: Wondering whether you can get your federal student loans forgiven for your service as a teacher?  https://t.co/P3WBi1cXB7
#T…","","1","0"
"MJAlvarado","Oakland, CA","False","1084526233306595328","2019-01-13 19:02:58","RT @jfftweets: In order to truly prepare students for a constantly changing economy and the #futureofwork, the #HigherEd Act must be update…","","2","0"
"Brandon Kiser","Demopolis, AL","False","1084525462167134208","2019-01-13 18:59:54","RT @srebeducation: Share the transformational instructional practices that have changed YOUR school culture and improved student achievemen…","","3","0"
"Dr. Rachael George","Sandy,OR","False","1084520432210915328","2019-01-13 18:39:55","RT @BAMRadioNetwork: Teacher Talk That Improves Student Learning and Behavior https://t.co/YUKqy293W2   @ASCD @runnin26  @balancedteacher #…","","4","0"
"Angela R. Rudolph","Chicago, IL","False","1084519091468144640","2019-01-13 18:34:35","The @ChiGrrll Education Policy Daily is out! https://t.co/mdTx8wGdxr #edchat #edreform Stories via @PewStates @ehanford @NirviShah","","0","0"
"Matt Hiefield","Beaverton, OR","False","1084518593058893824","2019-01-13 18:32:36","This is a thoughtful article on how teachers amend and innovate classroom practices in order to put learners first.  #edchat #edtech #education #teaching #edreform https://t.co/PHha1DaBCZ","","0","3"
"Joel Price","Ft. Pierre, South Dakota","False","1084517011722588163","2019-01-13 18:26:19","RT @MattHiefield: The type of #broadband internet access affects our students and their learning.  It is a nuanced issue which goes beyond…","","1","0"
"Matt Hiefield","Beaverton, OR","False","1084516667043053571","2019-01-13 18:24:57","The type of #broadband internet access affects our students and their learning.  It is a nuanced issue which goes beyond a simple ""yes or no"".  article: https://t.co/rQnyxOoqF6  #edchat #edtech #education #edreform https://t.co/CHVJ2szFuE","","1","3"
"Matt Hiefield","Beaverton, OR","False","1084516361865314305","2019-01-13 18:23:44","The type of #broadband internet access affects our students and their learning.  It is a nuanced issue which goes beyond a simple ""yes or no"".  article: https://t.co/rQnyxO6Pgw @PedroANoguera @s_bearden @dhudgins #edchat #edtech #education #edreform https://t.co/yOwaLxxOZR","Place(id='7116080c8926fb6b', name='Oak Hills', bounding_box=BoundingBox(coordinates=[[[-122.857378, 45.527087], [-122.824348, 45.527087], [-122.824348, 45.555039], [-122.857378, 45.555039]]], type='Polygon', _api=<tweepy.api.API object at 0x7fa6aecfb908>), contained_within=[], attributes={}, country='United States', url='https://api.twitter.com/1.1/geo/id/7116080c8926fb6b.json', place_type='city', country_code='US', _api=<tweepy.api.API object at 0x7fa6aecfb908>, full_name='Oak Hills, OR')","0","0"
"TheDailyEDU","","False","1084515578470170624","2019-01-13 18:20:37","RT @bruceirla: Elementary Mathies! One Minute Professional Learning:
https://t.co/qIS6GkcRhd
#Education #Learning, #K12
#WhatIsSchool #Edch…","","1","0"
"Juan José Calderón Amador","Sevilla","False","1084515433640792066","2019-01-13 18:20:03","The future of E-learning as an educational innovation: Factors influencing project #success &amp; failure. A. Romiszowski. Revista brasileira de Aprendizagem aberta e a Distância https://t.co/QiuZGlNOnk  #elearning #learning #aprendizaje #project #innovation #edtech #edreform #tech","","0","0"
"Juan José Calderón Amador","Sevilla","False","1084507888536772609","2019-01-13 17:50:04","The Rise of e-learning. #Infographic @courseworld https://t.co/KTd72TpNC5 #elearning #mlearning #MOOC #digital #digitallearning #learning #aprendizaje #higherED #college #edtech #edchat #digitaltransformation #emergingtechnologies #onlinelearning #edreform","","1","0"
"Bruce Irla","Portland, OR","False","1084503349687406592","2019-01-13 17:32:02","Elementary Mathies! One Minute Professional Learning:
https://t.co/qIS6GkcRhd
#Education #Learning, #K12
#WhatIsSchool #Edchat #EduMatch #Edreform #FutureReady @educate808 #ElemMathChat #ITeachMath
@dewgott   @hiMATHgirl https://t.co/EIbncuKRMV","","1","0"
"@CurtisBlack","Montgomery, AL","False","1084502935176916993","2019-01-13 17:30:23","RT @srebeducation: Share the transformational instructional practices that have changed YOUR school culture and improved student achievemen…","","3","0"
"Jason J. Ogle","Houston/New Orleans/DC","False","1084498494486913024","2019-01-13 17:12:44","RT @srebeducation: Share the transformational instructional practices that have changed YOUR school culture and improved student achievemen…","","3","0"
"John Faig","Washington DC","False","1084497032885227522","2019-01-13 17:06:56","Imagine if an #LMS was compelling enough so that #students wanted to use it when they didn't have an assignment due.  Next-generation #LMS will become more than an academic platform for S's. #EdTech #EdReform https://t.co/SV2iEQAzzX","","0","1"
"JFF","Boston, MA","False","1084496593456427009","2019-01-13 17:05:11","In order to truly prepare students for a constantly changing economy and the #futureofwork, the #HigherEd Act must be updated. Here are 4 solutions: https://t.co/GSrYBg196B #edreform #wkdev","","2","3"
"SREB","Atlanta, GA","False","1084487857643966467","2019-01-13 16:30:28","Share the transformational instructional practices that have changed YOUR school culture and improved student achievement. Present with us at SREB's Making Schools Work Conference this July in Baltimore. Submission deadline Feb 1. #2019MSW #edreform https://t.co/xv5z6yKQOx https://t.co/2yh667HFCI","","3","2"
"MountaineerMontessor","308 20th St/Charleston/WV/USA","False","1084482053511483392","2019-01-13 16:07:24","MMS Parent University helps parents support and enhance their child’s success in the classroom. We offer monthly workshops on #curricula, #positivediscipline, #technology, #parenting + other issues. #parenteducation #parentnight #edreform #remakingeducation https://t.co/JH33aOcF7W","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084479407882977283","2019-01-13 15:56:54","Oh #edreform-ers and other folks: Call Speaker Casada at (615) 741-4389 and tell him to remove Byrd from the committee. #education https://t.co/LU7mCfJeUR","","0","0"
"bazarlocos 2 el reto","","False","1084477170989363200","2019-01-13 15:48:00","RT @eraser: Big Education in the Era of Big Data－金國慶 ... e-learning overload https://t.co/hqrXLIOoVO #elearning #mlearning #edreform AI #IA…","","4","0"
"EDU bot/human hybrid","","False","1084461771996516352","2019-01-13 14:46:49","RT @maximilienia: RT @eraser: Big Education in the Era of Big Data－金國慶 ... e-learning overload https://t.co/YnkgLxg0fn #elearning #mlearnin…","","1","0"
"Julia Gabor","Los Angeles","False","1084457425715916801","2019-01-13 14:29:33","RT @YouthWorxGood: This is our problem: The Kids Are Right: School Is Boring https://t.co/jtZVdLUo1d via @educationweek #edreform","","2","0"
"Maximilien🇫🇷🇷🇺🇬🇧🇺🇸🇬🇷🇮🇹🇨🇳🇪🇬🇩🇪🇯🇵","Angers, France","False","1084456566739353601","2019-01-13 14:26:08","RT @eraser: Big Education in the Era of Big Data－金國慶 ... e-learning overload https://t.co/YnkgLxg0fn #elearning #mlearning #edreform AI #IA #tech #University #digitaltransformation #SmartEducation  #higherED #BigData #edtech #edchat #BigEducation #education #educación #BigE…","","1","2"
"edudada","Sevilla ciberespacial","False","1084449389849051136","2019-01-13 13:57:37","RT @eraser: eConfidence Serious Game against bullying School of Empathy @eConfidence_eu https://t.co/MbE9NSgeGk #realidadVirtual #VirtualRe…","","3","0"
"Expression Training","Abu Dhabi","False","1084443934816907267","2019-01-13 13:35:56","Did you know? 
A group of frogs is called an army. 
#didyouknow #education #expression #elearning #edreform https://t.co/U6DExj9SEZ","","0","0"
"EDU bot/human hybrid","","False","1084439120951369728","2019-01-13 13:16:48","RT @eraser: Big Education in the Era of Big Data－金國慶 ... e-learning overload https://t.co/hqrXLIOoVO #elearning #mlearning #edreform AI #IA…","","4","0"
"Chidambara .ML.","Mysore  and  BERLIN ","False","1084438953879425024","2019-01-13 13:16:09","RT @eraser: Big Education in the Era of Big Data－金國慶 ... e-learning overload https://t.co/hqrXLIOoVO #elearning #mlearning #edreform AI #IA…","","4","0"
"Suzanne Hart","North Louisiana ","False","1084438538190495746","2019-01-13 13:14:30","RT @VV_TeachOlogy: Good point on #highered 
https://t.co/LIK5h0n7mD
#education #EdBuck #collegelife #Professional #university #universities…","","1","0"
"TechnoJeder BigData","India","False","1084438346624090112","2019-01-13 13:13:44","RT @eraser: Big Education in the Era of Big Data－金國慶 ... e-learning overload https://t.co/hqrXLIOoVO #elearning #mlearning #edreform AI #IA…","","4","0"
"Juan José Calderón Amador","Sevilla","False","1084437419741642752","2019-01-13 13:10:03","Big Education in the Era of Big Data－金國慶 ... e-learning overload https://t.co/hqrXLIOoVO #elearning #mlearning #edreform AI #IA #tech #University #digitaltransformation #SmartEducation  #higherED #BigData #edtech #edchat #BigEducation #education #educación #BigEducation","","4","4"
"Dr. Marion Thorpe","Florida","False","1084434912034414592","2019-01-13 13:00:05","https://t.co/Ke6BGX6J0M

Why is a lessening role for public education generally presented as a failure upon society?

What if the public education system is simply evolving into a parental choice system?

#Education #LetParentsDecide #ExcelinEd #EdReform #HealAmerica #USA","","0","0"
"TheDailyEDU","","False","1084424980782297089","2019-01-13 12:20:37","RT @eraser: Meet the modern learner: Engaging the Overwhelmed, Distracted &amp; Impatient Employee @Bersin @Deloitte https://t.co/LDa2qfXSL1  #…","","2","0"
"EDU bot/human hybrid","","False","1084424253880131584","2019-01-13 12:17:44","RT @eraser: Meet the modern learner: Engaging the Overwhelmed, Distracted &amp; Impatient Employee @Bersin @Deloitte https://t.co/LDa2qfXSL1  #…","","2","0"
"Juan José Calderón Amador","Sevilla","False","1084422335258595329","2019-01-13 12:10:06","Meet the modern learner: Engaging the Overwhelmed, Distracted &amp; Impatient Employee @Bersin @Deloitte https://t.co/LDa2qfXSL1  #elearning #education #edtech #TICE #digitaltransformation #edreform #business #RRHH #learning #infographic #infografía #empleo #K12 #higherED #tech #TIC","","2","2"
"Juan José Calderón Amador","Sevilla","False","1084416654606520320","2019-01-13 11:47:32","RT @eraser: v. 40 n. 40 (2018): REVISTA LUSÓFONA DE EDUCAÇÃO https://t.co/0Zr3NJ9sn9 #education #educación #EDUCAÇÃO #edtech #edchat #edref…","","1","0"
"Juan José Calderón Amador","Sevilla","False","1084409747405705217","2019-01-13 11:20:05","v. 40 n. 40 (2018): REVISTA LUSÓFONA DE EDUCAÇÃO https://t.co/0Zr3NJ9sn9 #education #educación #EDUCAÇÃO #edtech #edchat #edreform #investigación #research #cualitativa #pedagogy #metodología #escuela #escola #Investigação #Qualitativa #redes #aprendizagem #aprendizaje #pedagogia","","1","0"
"EUSKeraser","","False","1084404325441523713","2019-01-13 10:58:33","RT @eraser: eConfidence Serious Game against bullying School of Empathy @eConfidence_eu https://t.co/MbE9NSgeGk #realidadVirtual #VirtualRe…","","3","0"
"Richard Broad","London, England","False","1084403893495390210","2019-01-13 10:56:50","Stats on how inequality exists in the UK education system:
- 1/16 of pupils go to a private school.
- 1/7 of all teachers work at a private school.
- £1 in every £6 of all school expenditure in England is for the benefit of private-school pupils.
#edchat #EdEquality #EdReform","","1","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084395249592684544","2019-01-13 10:22:29","A lot of boys and girls suffer not from ADHD or learning disabilities. A lot of them are just children who are bored with lectures and other forms of classroom teaching. The solution is to help those kids channel that energy by making class more interesting. #edreform #teachers. https://t.co/P9a7kQKnfj","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084394679414804480","2019-01-13 10:20:13","#edreform #Teachers https://t.co/P9a7kQKnfj","","1","0"
"Dr. Valentin Voroshilov","Massachusetts, USA","False","1084385923666726912","2019-01-13 09:45:25","Good point on #highered 
https://t.co/LIK5h0n7mD
#education #EdBuck #collegelife #Professional #university #universities #student #Edremit #edrecovery #edreform https://t.co/T7SPiEkz8r","","1","1"
"edudada","Sevilla ciberespacial","False","1084385719425089536","2019-01-13 09:44:37","RT @eraser: Big Data, the Science of Learning Analytics and Transformation of Education. @stanford  ... what are the affordances of the tec…","","3","0"
"Industry 4.0","Web","False","1084348430741356545","2019-01-13 07:16:26","RT @eraser: Big Data, the Science of Learning Analytics and Transformation of Education. @stanford  ... what are the affordances of the tec…","","3","0"
"Juan José Calderón Amador","Sevilla","False","1084348080051417088","2019-01-13 07:15:03","Big Data, the Science of Learning Analytics and Transformation of Education. @stanford  ... what are the affordances of the technology ? https://t.co/j8PJP5vGer  #elearning #BigData #AI #LearningAnalytics #edreform #tech #IA  #transformation #education #edtech #edchat #technology","","3","4"
"Ethics Retweet Bot","London, England","False","1084318275838922752","2019-01-13 05:16:37","RT @eraser: eConfidence Serious Game against bullying School of Empathy @eConfidence_eu https://t.co/MbE9NSgeGk #realidadVirtual #VirtualRe…","","3","0"
"Juan José Calderón Amador","Sevilla","False","1084317881670733825","2019-01-13 05:15:03","eConfidence Serious Game against bullying School of Empathy @eConfidence_eu https://t.co/MbE9NSgeGk #realidadVirtual #VirtualReality #education #educación #edtech #edchat #AR #VR #RV #eConfidence #digitaltransformation #school #empathy #bullying #edreform #ethics #teaching","","3","0"
"Patricia Revelle","Canada","False","1084295256974123008","2019-01-13 03:45:09","RT @Educhatter: Community School Watch: New York’s Island School shows potential of city’s 247 community schools ⁦⁦@LearniInstitute⁩ ⁦@Davi…","","1","0"
"Layla","Tampa, FL","False","1084281824644337670","2019-01-13 02:51:46","I'm raising money for Books for all Kids. Click to Donate:  https://t.co/VdSstpmpQP #edchat #reading #ilachat 📚😀 #edreform #home #literacy","","0","0"
"Wax Crypto (Fans)","Louisville, Kentucky","False","1084281441712779264","2019-01-13 02:50:15","RT @eraser: Reforming Education using the Blockchain — This week on #Blockchain Weekly. Richard Margolin and Thoma Shivers. https://t.co/j9…","","3","0"
"Rimwe","Dr. Diana S. Perdue","False","1084279774254690306","2019-01-13 02:43:37","#edchat #edreform #edpolicy #K12 https://t.co/zHhOSp9ThA","","0","0"
"Smart Hands-on","","False","1084277203020349440","2019-01-13 02:33:24","RT @eraser: Reforming Education using the Blockchain — This week on #Blockchain Weekly. Richard Margolin and Thoma Shivers. https://t.co/j9…","","3","0"
"Juan José Calderón Amador","Sevilla","False","1084276367804514305","2019-01-13 02:30:05","Reforming Education using the Blockchain — This week on #Blockchain Weekly. Richard Margolin and Thoma Shivers. https://t.co/j9iiO31KAg #Education #EDreform #decentralized #BlockchainEDU #TIC #blockchainEDUcation #sharingEconomy #crypto #cryptocurrency #edtech #edchat #TICE","","3","3"
"Paul W Bennett","Halifax, Nova Scotia","False","1084264873738100736","2019-01-13 01:44:25","Community School Watch: New York’s Island School shows potential of city’s 247 community schools ⁦⁦@LearniInstitute⁩ ⁦@DavidKirp⁩ ⁦@NewYorkTimesGHS⁩ #edreform   #edchat  https://t.co/YaxHeCrhAS","","1","1"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084264635992326145","2019-01-13 01:43:28","#edreform #edequality https://t.co/hpj9Nl2Hff","","0","0"
"Juan José Calderón Amador","Sevilla","False","1084242382953025536","2019-01-13 00:15:03","#EdTechLATAM ""El futuro de la educación en la era digital"". Video Conferencia.@CIPPEC @fundacionCeibal Buenos Aires https://t.co/TgdT9gGJ5O #future #futuro #educación #education #digitaltransformation #edtech #edchat #edreform #pedagogy #Universidad #HigherED #escuela #tech #TIC","","0","0"
"RiShawn Biddle","ÜT: 38.7973156,-77.1318254","False","1084241646143918080","2019-01-13 00:12:07","Fantastic. #edreform #BlackGirlMagic #STEM https://t.co/ttbnGZKECH","","0","2"
"EDU bot/human hybrid","","False","1084235458165567489","2019-01-12 23:47:32","RT @eraser: Innovating an integrated approach to collaborative eLearning practices in higher education: the case study of a corporate commu…","","1","0"
"EDU bot/human hybrid","","False","1084235277504266240","2019-01-12 23:46:48","RT @eraser: A Blind Date With (Big) Data: Student Data in (Higher) Education. Paul Prinsloo @14prinsp https://t.co/zwW4ItZnRq  #BigData #Da…","","1","0"
"Juan José Calderón Amador","Sevilla","False","1084234834346680320","2019-01-12 23:45:03","A Blind Date With (Big) Data: Student Data in (Higher) Education. Paul Prinsloo @14prinsp https://t.co/zwW4ItZnRq  #BigData #Data #cibersecurity #student #elearning #mlearning #HigherED #AI #politics  #Universidad #University #edtech #edchat #edreform #democracy #industry40 #tech","","1","1"
"UTSAnoNIná","Zeviya-Caracas- ...","False","1084234623205412864","2019-01-12 23:44:12","RT @eraser: Designing for virtual reality and the impact on education| Alex Faaborg | TEDxCincinnati https://t.co/zeqdWc9Uhz #virtualRealit…","","7","0"
"Juan José Calderón Amador","Sevilla","False","1084231070768345090","2019-01-12 23:30:05","Innovating an integrated approach to collaborative eLearning practices in higher education: the case study of a corporate communication e-platform https://t.co/TaYd1KzDlt  #elearning #LMS #industry40 #education #communication #NBIC  #edreform #edtech #HigherED #innovation #AI","","1","2"
"Hugh McDonald","Surrey, British Columbia","False","1084214864191442945","2019-01-12 22:25:42","Great point @pernilleripp ! #nerdybookclub #reading #edreform https://t.co/lOzlYbO72h","","0","1"
"Juan José Calderón Amador","Sevilla","False","1084213443228565509","2019-01-12 22:20:03","Aulas, profesores y estudiantes del futuro Cristóbal Cobo @cristobalcobo #aprendemosjuntos @AprenderJuntos_ @BBVA https://t.co/qD5NbYwfzT #elearning #aprendizaje #digitalLearning #edreform #teaching #edtech #school  #profesorado #docencia #pedagogy #pedagogie #industry40 #future","","0","0"
"School Spirit Vending CT","Connecticut, USA","False","1084212208354111488","2019-01-12 22:15:08","RT @EducationNext: The past few decades have produced education reforms in the United States that ask parents to make choices for their children. These reforms have made parents’ decision-making extremely consequential. https://t.co/M4lv3OU4Qb  #EdChoice #EdChat #EdReform","","0","0"
"Juan José Calderón Amador","Sevilla","False","1084210925425606657","2019-01-12 22:10:02","Successful implementation of e-Learning Pedagogical considerations. Thavamalar Govindasamy https://t.co/YPlHCy1Dxs #elearning #mlearning #industry40 #education #mlearning #pedagogy #University #Universidad #edreform #LMS #industry40 #implementation #pedagogie  #pedagogía #edtech","","0","0"
"Rachelle S. Hawkins-Wesson","","False","1084206005188202496","2019-01-12 21:50:29","RT @icivics: What is an education system built to do in regard to preparing students to engage in our democracy... @ckmcguire (@Hewlett_Fou…","","3","0"
"Juan José Calderón Amador","Sevilla","False","1084205899810525191","2019-01-12 21:50:04","1er Congreso internacional Docentes y Felicidad. @docentesyfelic1 29-31 MArzo 2019. Cartagena. Murcia https://t.co/qw4Xo0TbBw  #edtech #edchat #felicidad #docencia #teaching #educación #education #congreso #industry40 #edreform #educacionpositiva #pedagogy #pedagogie #pedagogía","","0","0"
"Nicholas Tampio","New York City","False","1084205098992054272","2019-01-12 21:46:53","RT @missingvoice: @palan57 #EdTech has been #BigMoney #BigData winner$ in #EdReform farce.
All Americans will pay the price 4 being uninfor…","","3","0"
"Juan José Calderón Amador","Sevilla","False","1084198346296909824","2019-01-12 21:20:03","Educación positiva: Bután y el mundo. Alejandro Adler @aadler12  https://t.co/9AWue3Ev5k  #educación #EducaciónPositiva #PositiveEducation #edtech #edchat #felicidad #edREform #pedagogy #pedagogía #pedagogie #paradigma #education #tech #digitaltransformation #emergingtechnologies","","0","0"
"estacion cadeaux","Sevilla","False","1084198339321753601","2019-01-12 21:20:02","RT @eraser: Declaración Conjunta de Ministros de Educación, Trabajo y Empleo del G20 2018 Reunión Conjunta de Mendoza. Lineamientos de Habi…","","1","0"
"Mikkel Storaasli","Grayslake, IL","False","1084193359164432384","2019-01-12 21:00:14","RT @jonbergmann: It's Time to End Educational Malpractice - #TEDx Talk  https://t.co/rVPB20UGPi #edleadership #edadmin #engaged #education #edreform #edchat #UKedchat #AussieEd #AsiaEd #edchtNZ #ILedchat","","0","0"
"bazarlocos","Sevilla","False","1084192491736367110","2019-01-12 20:56:48","RT @eraser: Congreso Virtual Internacional sobre Profesorado Principiante e Inducción a la Docencia.@unisevilla  https://t.co/uUuixzYzIL  #…","","1","0"
"Dr. Donna Phillips","Washington DC Metro","False","1084190107169632256","2019-01-12 20:47:19","RT @icivics: Where do we go from here? Defining a research and action agenda with @jkahne @IllinoisCivics @ckmcguire (@Hewlett_Found) @Staf…","","1","0"
"UTSAnoNIná","Zeviya-Caracas- ...","False","1084189651252985858","2019-01-12 20:45:30","RT @eraser: #40AñosDeConstitución, #OEB18, Fake News, El Gran Hermano, Social Media, Redes Sociales y Control Social :1984 #repeTIMOS los 3…","","1","0"
"Latino Family Literacy","United States","False","1084188721988038656","2019-01-12 20:41:49","Wondering whether you can get your federal student loans forgiven for your service as a teacher?  https://t.co/P3WBi1cXB7
#Teachers #TitleI #K12 #EdReform #ELLchat #studentloans https://t.co/z4vfHZq4Hw","","1","6"
"Dr. Marion Thorpe","Florida","False","1084183176828895232","2019-01-12 20:19:47","#JEB and #FrankBrogan have been reforming #Education for a long time (both gentlemen are pictured).

Frank served as Jeb's Lt. Governor of #Florida. 

Of course Frank is our Nation's assistant Secretary of Education.

#EdReform #ExcelinEd #Bush #Leadership #HealAmerica #USA https://t.co/RQGMCavZ0l","","0","1"
"Free Bird","Out There","False","1084179523875336193","2019-01-12 20:05:16","RT @missingvoice: WOW! When I reviewed the information in this just now, I couldn't help but to be struck by how closely so called #EdRefor…","","2","0"
"E Z Rah 🌹","Europe","False","1084168444440993793","2019-01-12 19:21:14","@DianeRavitch @davidkallison @ProfessorJVH @leoniehaimson @AnthonyCody @UTLAnow @arneduncan @brothajitu @Network4pubEd Exactly, and the ""what we can do"" narrative that seems to be growing popular today flies in the face of the big and bold discourse of #edreform in the past. Such ineffective incrementalism is the status quo.","","0","0"
"Mike Glenwick","Baltimore, MD","False","1084167465263947777","2019-01-12 19:17:21","RT @DavidKirp: Community schools can change kids' lives--NYC illustrates how to do it right. https://t.co/lZK6IoW0Kv @DianeRavitch @rweinga…","","5","0"
"Safe Water For Schools","Mesa, AZ","False","1084159548347174912","2019-01-12 18:45:53","RT @CAPE_Illinois: Thanks @PubInterest for this article about how DeVos, Gates and Zuckerberg want out schools to close #EdReform https://t…","","2","0"
"Kristilyn Oda, NBCT 🌸","Hawaii","False","1084159477316694016","2019-01-12 18:45:36","RT @tedfujimoto: Curiosity is powerful. The most desired employees, entreprenuers, innovators, educators are driven by it!  Schools need to…","","29","0"
"In the Public Interest","Washington, DC","False","1084158414853492738","2019-01-12 18:41:23","RT @CAPE_Illinois: Thanks @PubInterest for this article about how DeVos, Gates and Zuckerberg want out schools to close #EdReform https://t…","","2","0"
"Scalar Humanity","","False","1084157784625762307","2019-01-12 18:38:53","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019): Revista Iberoameri…","","5","0"
"Toreador de pájaros","☁ ENTRE NUBES ☁","False","1084157412691578885","2019-01-12 18:37:24","RT @eraser: Debates sobre Tecnología y Educación: Caminos contemporáneos y conversaciones pendientes. Vol. 22, 1 (2019): Revista Iberoameri…","","5","0"
"Gen X Teacher","Los Angeles, CA","False","1084157199176282112","2019-01-12 18:36:33","RT @rdsathene: ""As Strike Looms, LAUSD Special Education Practices Come Into Focus"" - @ChangeTheLAUSD https://t.co/TMEeUBWCaG #LAUSD #EdRef…","","4","0"
"Angela R. Rudolph","Chicago, IL","False","1084156717825441792","2019-01-12 18:34:38","The @ChiGrrll Education Policy Daily is out! https://t.co/mdTx8wGdxr #edchat #edreform Stories via @tedfujimoto","","0","0"
"TheDailyEDU","","False","1084153189786628098","2019-01-12 18:20:37","RT @bruceirla: Elementary Mathies! One Minute Professional Learning:
https://t.co/meFHmPHhtZ
#Education #Learning, #K12
#WhatIsSchool #Edch…","","1","0"
"Juan José Calderón Amador","Sevilla","False","1084150530623094786","2019-01-12 18:10:03","#40AñosDeConstitución, #OEB18, Fake News, El Gran Hermano, Social Media, Redes Sociales y Control Social :1984 #repeTIMOS los 30? 40 años + 40 años de REGyMEN https://t.co/aYNzZCYFRL  #DigitalTransformation #fakenews #emergingtechnologies #philosophy #politics #España #edreform","","1","0"
"Juan José Calderón Amador","Sevilla","False","1084145496602624000","2019-01-12 17:50:03","Congreso Virtual Internacional sobre Profesorado Principiante e Inducción a la Docencia.@unisevilla  https://t.co/uUuixzYzIL  #profesorado #docencia #didáctica #school #escuela #TIC #mentoría #practicas #education #edtech #edreform #dgitaltransformation #emergingtechnologies","","1","0"
"Juan José Calderón Amador","Sevilla","False","1084142978657062912","2019-01-12 17:40:03","Declaración Conjunta de Ministros de Educación, Trabajo y Empleo del G20 2018 Reunión Conjunta de Mendoza. Lineamientos de Habilidades para un Futuro del Trabajo Inclusivo https://t.co/EkyuhbGHjW  #education #TIC #edreform #G20 #emergingtechnologies #skills #edtech #edchat #tech","","1","0"
"bazarlocos","Sevilla","False","1084142826655498240","2019-01-12 17:39:26","RT @eraser: Microlearning Infographic 2019. https://t.co/CiHCVEwLgU  #elearning #mlearning #mobilelearning #microlearning #learning #LMS #e…","","2","0"
"bitraka","Sevilla","False","1084142037845397504","2019-01-12 17:36:18","RT @eraser: Darío Gil: ‘Fronteras de la tecnología' | #TechSociety @fundacionTef @EspacioFTef  https://t.co/dJWMcp3ZSX #tech #technology #e…","","2","0"
"Bruce Irla","Portland, OR","False","1084140709786120194","2019-01-12 17:31:02","Elementary Mathies! One Minute Professional Learning:
https://t.co/meFHmPHhtZ
#Education #Learning, #K12
#WhatIsSchool #Edchat #EduMatch #Edreform #FutureReady @educate808 #ElemMathChat #ITeachMath
@dewgott   @hiMATHgirl https://t.co/txdR0h0CJW","","1","1"
"Tana Torrano","","False","1084140420324573184","2019-01-12 17:29:53","Smart Education Review is out! https://t.co/TDNcOOYnzz Stories via @lannarider @ausanase @IrolKrik #politics #edreform","","0","0"
"EUSKeraser","","False","1084136736362586112","2019-01-12 17:15:14","RT @eraser: How to save the world with elearning scenarios. Slideshare @CatMoore https://t.co/RJ4KfP1Mzc  #elearning #mlearning #education…","","3","0"
"Eric Liu","Seattle","True","1084130935971360773","2019-01-12 16:52:11","RT @MomOfAllCapes: We are all giving power to others by our actions &amp; omissions. When we surrender it unmindfully or heedlessly our power t…","","1","0"
"Chidambara .ML.","Mysore  and  BERLIN ","False","1084130063728013314","2019-01-12 16:48:44","RT @missingvoice: @palan57 #EdTech has been #BigMoney #BigData winner$ in #EdReform farce.
All Americans will pay the price 4 being uninfor…","","3","0"
