"IWF","Washington, D.C.","True","1084435649502040064","2019-01-13 13:03:01","California’s AB2601 forces #charterschools to teach the same sex-education curriculum as the rest of the state, taking time away from basic subjects like mathematics and reading. #schoolchoice #IWed https://t.co/svarlqweGg","","8","18"
"The Reform Alliance","Little Rock, AR","False","1084435041747390464","2019-01-13 13:00:36","Did you know that National @schoolchoicewk provides a #SchoolChoice guide specially made for each state? What an amazing resource for families with #students! #saveARstudents
You can find the guides for all 50 states here &gt;&gt; https://t.co/OgH1cqdI82 https://t.co/821lZ4xmZg","","0","0"
"ayesyahh","harry's heart","False","1084434402199957505","2019-01-13 12:58:03","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Shep","Florida","False","1084431848816738311","2019-01-13 12:47:55","@UppityWilliamP @CoachLittle_5 @GLFOP @The_RGA @NAACP @HouseGOP @SenateGOP @SheriffClarke @marklevinshow @BetsyDeVos @RonDeSantisFL #SchoolChoice? @GregAbbott_TX @seanhannity @DLoesch","","0","0"
"SchoolChoiceParent","Raleigh, NC","False","1084428553620520960","2019-01-13 12:34:49","RT @schoolchoicewk: It's almost time to put on our scarves! National School Choice Week 2019 is almost here and we can't wait! Are you read…","","26","0"
"SchoolChoiceParent","Raleigh, NC","False","1084428189206790146","2019-01-13 12:33:22","RT @schoolchoicewk: There will be 4,927 events and activities in Texas during National School Choice Week 2019! 
School Choice Week is an e…","","3","0"
"James V. Shuls","St. Louis","False","1084425656992190469","2019-01-13 12:23:18","#SchoolChoice policies in the west panel discussion at #ISCRC19 with @P_Diddy_Wolf Charles Glenn, Jan De Groof, and Rodrigo Queiroz e Melo in Lisbon. https://t.co/2NvxDUZaI6","","0","4"
"fαe♡","Cairo , Egypt ","False","1084424086158262272","2019-01-13 12:17:04","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"babygirl","","False","1084422120183136256","2019-01-13 12:09:15","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"wyl loves ester❁","J.M.C.A.M.G.B.J.L.J.H","False","1084421190532431872","2019-01-13 12:05:34","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Zquadirectioner","India,Mumbai","False","1084418011187085312","2019-01-13 11:52:56","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"foodini pos","MA United States","False","1084411508312993798","2019-01-13 11:27:05","The latest Betorah's Rocks Daily Gazette! https://t.co/JQDrTGxkMt Thanks to @JJoanenglish @RaiseOurGrade @charlesbryan112 #schoolchoice #cuir","","0","0"
"Semideusa Ψϟ","Brasil","False","1084405393109991425","2019-01-13 11:02:47","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Salika | Knowledge Sharing Space","Bangkok, Thailand","False","1084404130079170561","2019-01-13 10:57:46","แตกแถวฉีกแนวระบบการศึกษาสู่นวัตกรรมการเรียนใหม่แบบ ""ธรรมศาสตร์"" - salika https://t.co/X91PtgzSTD #uniform #studentuniform #private #schoolchoice #Thailand #ชุดนักเรียน #ชุดไปรเวท #ธรรมศาสตร์","","0","0"
"ivy #5H2","5h• ag• jb• ddl• pmore• ldr","False","1084399823795773441","2019-01-13 10:40:39","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Live is worth living","On Justin's TL ","False","1084398095415341056","2019-01-13 10:33:47","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Jailey♥Luke♥Jai♥","JazzyJohnCodyAustinFollowed","False","1084396795780833280","2019-01-13 10:28:37","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Francis.","","False","1084383610998792192","2019-01-13 09:36:14","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"pwt"," ƒєℓιz ηανι∂α∂ ","False","1084376451011563520","2019-01-13 09:07:47","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"kyan","Nairobi, Kenya","False","1084376153022967808","2019-01-13 09:06:36","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"nacha","","False","1084375229466583041","2019-01-13 09:02:56","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Stephen Rynkiewicz","Chicago","True","1084358583322640386","2019-01-13 07:56:47","Today's unintentional collection. https://t.co/6VOqTuPtLc via @unclebarkycom @meriwether_c @mitchdudek #paid #schoolchoice","","0","0"
"SARGIS","","False","1084339353894219776","2019-01-13 06:40:22","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"china","","False","1084334027434278912","2019-01-13 06:19:12","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"pilar | -13!!!","","False","1084331213878423552","2019-01-13 06:08:01","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Tisiphone ♌","Michigan, USA","False","1084330717448994816","2019-01-13 06:06:03","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Samuel Coleman","California","False","1084327998134734848","2019-01-13 05:55:15","RT @clarebrit: What is school choice? #schoolchoice is freedom, it's access to opportunity, it's equitable, it's moral, it's cost effective…","","6","0"
"Laura Owens","Southeast Georgia","False","1084318958625406976","2019-01-13 05:19:20","RT @DeAngelisCorey: @RightWisconsin cites work by me &amp; @P_Diddy_Wolf finding that #SchoolChoice reduces crime 👇
https://t.co/jzsiHwRrs0 htt…","","13","0"
";leila","","False","1084318732581785601","2019-01-13 05:18:26","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Shogo","Tokyo, Japan","False","1084315087928725505","2019-01-13 05:03:57","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Juh Styles ♥","","False","1084312480837451776","2019-01-13 04:53:35","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"JEBStuartMiddle","Jacksonville, FL","False","1084300817585324032","2019-01-13 04:07:14","Thank you to everyone that visited our table today for the School Choice Expo!!!  #GrowingGreatMindsToBeSuccessful #TeamDuval #iChooseDuval #SchoolChoice #SpecialTransferOption https://t.co/zAuK9qeDOb","","0","5"
"david p. hardy","","False","1084298168525881345","2019-01-13 03:56:43","RT @clarebrit: What is school choice? #schoolchoice is freedom, it's access to opportunity, it's equitable, it's moral, it's cost effective…","","6","0"
"Сауле Омарова","","False","1084297750198534145","2019-01-13 03:55:03","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"erik","","False","1084291449741553665","2019-01-13 03:30:01","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Liv Finne","Seattle, WA","False","1084291449129033728","2019-01-13 03:30:01","@EvieBlad @davidbleysea Thanks. One Big Idea is missing here---the popular Idea of School Choice, which includes charter schools, tax credit scholarships, and Education Savings Accounts, which give real hope and options to low-income, minority families. See @ChoiceMediatv #schoolchoice #waleg #waedu","","0","2"
"Peter Cankatankton","Ronnie Dobbs neighbor","False","1084289328069648385","2019-01-13 03:21:35","RT @clarebrit: What is school choice? #schoolchoice is freedom, it's access to opportunity, it's equitable, it's moral, it's cost effective…","","6","0"
"Nevada Policy","Nevada","False","1084289102600499200","2019-01-13 03:20:41","RT @clarebrit: What is school choice? #schoolchoice is freedom, it's access to opportunity, it's equitable, it's moral, it's cost effective…","","6","0"
"Ziad Rashdan ","Raleigh","False","1084284079594504194","2019-01-13 03:00:44","RT @Hamletgarcia17: We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Tra…","","50","0"
"Andrew R. Campanella","Santa Rosa Beach, FL","True","1084282542201675776","2019-01-13 02:54:37","RT @clarebrit: What is school choice? #schoolchoice is freedom, it's access to opportunity, it's equitable, it's moral, it's cost effective…","","6","0"
"Hamlet Garcia","PHILADELPHIA  PA  ","True","1084281262641168385","2019-01-13 02:49:32","We can choose our pharmacies,  doctors ,grocery stores, yet our kids can’t choose a safe, better quality schools.   Trapped  under #zipCodeLaws  I support #schoolchoice https://t.co/8L6bV52may","Place(full_name='Philadelphia, PA', attributes={}, url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', contained_within=[], country='United States', _api=<tweepy.api.API object at 0x7f0665dda9b0>, name='Philadelphia', bounding_box=BoundingBox(coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]], _api=<tweepy.api.API object at 0x7f0665dda9b0>, type='Polygon'), country_code='US', id='e4a0d228eb6be76b', place_type='city')","50","76"
"Sonlight Curriculum","","False","1084274080667308032","2019-01-13 02:21:00","How to Make History Come Alive with Literature 
https://t.co/TtNRcZTVf7
#homeschooling #schoolchoice @_nic_and_cam_ #sonlightstories https://t.co/fhEl9GWJU4","","0","1"
"BookShark Homeschool","Denver, CO","False","1084273073837109248","2019-01-13 02:17:00","How We Structure Our Three Day Homeschool Week
https://t.co/bNVl24tgCF @lookwelearn #schoolchoice #homeschooling https://t.co/X2KuZFuauC","","0","1"
"Clare Mullin","California","False","1084269832487428096","2019-01-13 02:04:07","What is school choice? #schoolchoice is freedom, it's access to opportunity, it's equitable, it's moral, it's cost effective, it's a plethora of varied options.  https://t.co/A44FtoY5xh","Place(full_name='San Rafael, CA', attributes={}, url='https://api.twitter.com/1.1/geo/id/322ed6e7cc8ff243.json', contained_within=[], country='United States', _api=<tweepy.api.API object at 0x7f0665dda9b0>, name='San Rafael', bounding_box=BoundingBox(coordinates=[[[-122.592422, 37.9426184], [-122.449033, 37.9426184], [-122.449033, 38.030467], [-122.592422, 38.030467]]], _api=<tweepy.api.API object at 0x7f0665dda9b0>, type='Polygon'), country_code='US', id='322ed6e7cc8ff243', place_type='city')","6","16"
"medved","","False","1084269448733765632","2019-01-13 02:02:35","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Aleksandr","Москва, Россия","False","1084265981571223552","2019-01-13 01:48:49","RT @carlosm23743460: @Hamletgarcia17 A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolcho…","","2","0"
"Aleksandr","Москва, Россия","False","1084265968468180992","2019-01-13 01:48:46","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Нури","Бишкек","False","1084265902848294914","2019-01-13 01:48:30","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Theresa strackk","","False","1084264067588648961","2019-01-13 01:41:13","RT @SchoolChoiceNow: “Fixing our public education system by liberating #SchoolChoice is the most proven method to lift the most people out…","","79","0"
"wowan1978","Kazakhstan","False","1084262209029586944","2019-01-13 01:33:49","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Tom","Austin, TX","False","1084260745410428928","2019-01-13 01:28:00","Minus school choice, this is what occurs. #HISD #schoolchoice https://t.co/s0gDdmb4LU","","0","0"
"Борис","","False","1084259487836487681","2019-01-13 01:23:01","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Luis Brito","Cumaná","False","1084255854164148224","2019-01-13 01:08:34","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Luis Brito","Cumaná","False","1084255838255108096","2019-01-13 01:08:30","RT @carlosm23743460: @Hamletgarcia17 A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolcho…","","2","0"
"Angel Ramirez","","False","1084253715706585090","2019-01-13 01:00:04","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"MJ McCraw","Austin, TX","False","1084250985311207424","2019-01-13 00:49:13","RT @ahartley98: This isn’t just the beauty of a diverse school — this is the reason parents choose public schools. https://t.co/by8mqdIceJ…","","1","0"
"Тамара","","False","1084245111289118720","2019-01-13 00:25:53","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Denis Anikeenko","","False","1084243778322550784","2019-01-13 00:20:35","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"albert","","False","1084243199550468096","2019-01-13 00:18:17","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Nazi","","False","1084242309821157382","2019-01-13 00:14:45","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"алина вагнер","","False","1084241378589245441","2019-01-13 00:11:03","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"kverasteguitorrealba@gmail.com","","False","1084239707079241728","2019-01-13 00:04:25","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Laurie Lee❤️ 🇺🇸⚓️🐗🏌️‍♀️🎸","Little Rock, AR","False","1084236350583463936","2019-01-12 23:51:04","RT @1ReformAlliance: It is awesome to have Springdale Pre-K here at the Expo with us! What an amazing day it has been! #saveARstudents #Sch…","","1","0"
"Лала","","False","1084230663535058944","2019-01-12 23:28:28","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"1","","False","1084228101939363843","2019-01-12 23:18:18","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Zuzana Miljevic","Srbija","False","1084222250461679616","2019-01-12 22:55:03","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Muturca Alexandr","","False","1084219303094816770","2019-01-12 22:43:20","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Anne Hartley","Naples, FL","False","1084218667372564480","2019-01-12 22:40:48","This isn’t just the beauty of a diverse school — this is the reason parents choose public schools. https://t.co/by8mqdIceJ #SavePublicSchools #4thekids #studentsfirst #SchoolChoice","","1","3"
"safari0322","","False","1084218298278072320","2019-01-12 22:39:20","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"KonstantiN","Харьков, Украина","False","1084216146763620352","2019-01-12 22:30:47","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Geli","NY  USA","False","1084214610461368322","2019-01-12 22:24:41","RT @IWF: Parents ought to be in the driving seat when their kids confront sensitive issues. Instead, progressive activists in California ha…","","3","0"
"Aleks StW","Москва, Россия","False","1084214302549204992","2019-01-12 22:23:28","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Екатерина","","False","1084214019567824896","2019-01-12 22:22:20","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"🇺🇸RED🇺🇸HEAD⭐️⭐️⭐️","Ohio, USA","False","1084212940071469057","2019-01-12 22:18:03","RT @IWF: Parents ought to be in the driving seat when their kids confront sensitive issues. Instead, progressive activists in California ha…","","3","0"
"Akbota","Kazakhstan","False","1084211944985423872","2019-01-12 22:14:06","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Алена Белова","Москва, Россия","False","1084211414691180546","2019-01-12 22:11:59","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"IWF","Washington, D.C.","True","1084209658951290880","2019-01-12 22:05:00","Parents ought to be in the driving seat when their kids confront sensitive issues. Instead, progressive activists in California have managed to extend their dominion beyond the traditional public schools, and into charters. #IWed #SchoolChoice https://t.co/svarlqweGg","","3","12"
"Orxan Fatullayev","","False","1084208887597858816","2019-01-12 22:01:57","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Luis","","False","1084202160726917121","2019-01-12 21:35:13","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Lori Hershey","Jacksonville FL","False","1084199519124971520","2019-01-12 21:24:43","@DuvalSchools Choice Expo with @GreenlandPines #teamduval #ilovejax #schoolchoice #Jacksonville https://t.co/GvWuebvY0p","","0","5"
"Cahay","","False","1084198323379163136","2019-01-12 21:19:58","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"carlos melendez","","False","1084196470423732230","2019-01-12 21:12:36","@Hamletgarcia17 A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #education, very good","","2","3"
"Lynda Daniel","","False","1084195990700204033","2019-01-12 21:10:42","RT @ErikaDonalds: Our next First Lady, the lovely Casey DeSantis, speaking about #SchoolChoice as one of her top priorities. Casey believes…","","13","0"
"Reinaldo Betancor","","False","1084195756356104193","2019-01-12 21:09:46","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Lynda Daniel","","False","1084195723590152192","2019-01-12 21:09:38","RT @ErikaDonalds: Congratulations to FL’s 46th Governor @RonDeSantisFL! Thank you for your commitment to #SchoolChoice for every family &amp; f…","","2","0"
"Nazar","","False","1084191813899034625","2019-01-12 20:54:06","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Роман","","False","1084190140761849856","2019-01-12 20:47:27","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"viktorpivovarov","","False","1084189865456091137","2019-01-12 20:46:21","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"ARParentSchoolChoice","Arkansas","False","1084189538422059009","2019-01-12 20:45:03","Does #SchoolChoice create more tolerant, engaged citizens?
Studies show such programs generally have a positive effect on a student’s character and tolerance. They are also more likely to #vote, volunteer and engage in other civic activities. @edchoice https://t.co/34trPiW8Jd","","0","0"
"Josh Radinsky","Chicago","False","1084185301940125696","2019-01-12 20:28:13","RT @Waitollerf: My new article with @CLub_edu in @AERAopen #DisabilityStudies #schoolchoice #disability #geography. Thanks to @Spencer_Fdn…","","4","0"
"OpposeObamaCare","United States of America","False","1084184833327132672","2019-01-12 20:26:22","RT @DeAngelisCorey: @RightWisconsin cites work by me &amp; @P_Diddy_Wolf finding that #SchoolChoice reduces crime 👇
https://t.co/jzsiHwRrs0 htt…","","13","0"
"Texnik","","False","1084184786841804800","2019-01-12 20:26:11","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Colleen Dippel","","False","1084184754579259394","2019-01-12 20:26:03","RT @HSISanAntonio: In honor of National School Choice Week, Student Ambassadors share why they LOVE Harmony. #HarmonyProud #schoolchoice ht…","","6","0"
"vktarget2006","","False","1084182914965929984","2019-01-12 20:18:44","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Sergei","","False","1084182406708584448","2019-01-12 20:16:43","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"Владимир","Харьков","False","1084182010292330496","2019-01-12 20:15:09","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"jurik2018","","False","1084178985402200064","2019-01-12 20:03:07","RT @Hamletgarcia17: A way to lessen bureaucratic is to add competition and choice in public schools. I support  #schoolchoice #Vouchers #ed…","","131","0"
"JimmyNorm","Chicagoland","False","1084177466661294080","2019-01-12 19:57:05","#SchoolChoice via voucher system! 
This is very good too! #Chicago could use this! 

#Sweden also has a school choice program, in effect since 1992, that lets parents take vouchers to public or private schools.","","0","0"
"Ben Askew","","False","1084177462798487552","2019-01-12 19:57:04","RT @1ReformAlliance: Stop by our table at the School and Community Expo today! We have free bags, sunglasses, magnets and scholarship infor…","","2","0"
